package_id,spec_id,equipment_id,type_id,type_name,option_id,option_name,unit_id,unit_name,raw_specs,literal_value,literal_unit,literal_category,literal_type
8ef53bb5-20ba-47f4-9bea-4a781605e262,8a60a711-5f48-49c5-91a9-7b22127a0f05,9e88758b-4706-4fba-a49d-a7c2e7f15b7e,,,,,,,"{"kind":"flat","type":"Maximum Required Inlet Pressure at Gas Train","unit":null,"value":"14","category":"Heating Section - Gas Fired (Natural Gas)"}",14,,Heating Section - Gas Fired (Natural Gas),Maximum Required Inlet Pressure at Gas Train
d30d2592-e779-44e8-9b89-2a530fa7de29,e7035039-1380-45ea-9a3e-f64ce9f5790a,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.94","category":"Supply Side"}",0.94,IN. WG.,Supply Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,7cd131d8-288f-46f3-b71e-1d517889b539,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"70.0","category":"Exhaust Side"}",70.0,°F,Exhaust Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,3c149b73-66ce-431c-9206-330dc9392ef1,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"7.4","category":"Exhaust Side"}",7.4,°F,Exhaust Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,0696339e-1c51-487f-bd3c-449b0b21dc4e,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.94","category":"Exhaust Side"}",0.94,IN. WG.,Exhaust Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,f2ef1420-1290-4378-86a8-8f41986da503,b197ab36-a08f-4f52-9704-a0c345667610,,,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"76.0","category":"Heat Exchanger (Winter)"}",76.0,%,Heat Exchanger (Winter),Efficiency
d30d2592-e779-44e8-9b89-2a530fa7de29,c19c7c13-c440-4575-be36-88c714906443,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"81.5","category":"Cooling Coil - Direct Expansion"}",81.5,°F,Cooling Coil - Direct Expansion,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,be47f36c-9d77-4eab-a58b-a35e67c082c5,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"53.2","category":"Cooling Coil - Direct Expansion"}",53.2,°F,Cooling Coil - Direct Expansion,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,baf0a695-2a7b-4d2f-a4a3-0e35e1944915,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.94","category":"Cooling Coil - Direct Expansion"}",0.94,IN. WG.,Cooling Coil - Direct Expansion,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,b8be4e7e-e209-4462-9c67-e9c1d0c32314,b197ab36-a08f-4f52-9704-a0c345667610,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"123.3","category":"Hot Gas Reheat Coil - Direct Expansion"}",123.3,MBH,Hot Gas Reheat Coil - Direct Expansion,Total Capacity
d30d2592-e779-44e8-9b89-2a530fa7de29,701bd123-2863-4e97-bc7a-7fa989f5472b,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.D.B.","unit":"°F","value":"53.2","category":"Hot Gas Reheat Coil - Direct Expansion"}",53.2,°F,Hot Gas Reheat Coil - Direct Expansion,E.D.B.
d30d2592-e779-44e8-9b89-2a530fa7de29,5cf45f2a-1566-4ccb-9d37-983d66557024,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.D.B.","unit":"°F","value":"75.0","category":"Hot Gas Reheat Coil - Direct Expansion"}",75.0,°F,Hot Gas Reheat Coil - Direct Expansion,L.D.B.
d30d2592-e779-44e8-9b89-2a530fa7de29,ef16f2e4-55e2-486b-b415-440a25dda86e,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.94","category":"Hot Gas Reheat Coil - Direct Expansion"}",0.94,IN. WG.,Hot Gas Reheat Coil - Direct Expansion,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,cd511111-8916-4843-8d3a-11a8567acada,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Max Ambient Temp. at DX Cooling","unit":"°F","value":"95","category":"Integrated Air Cooled Condensing Unit"}",95,°F,Integrated Air Cooled Condensing Unit,Design Max Ambient Temp. at DX Cooling
d30d2592-e779-44e8-9b89-2a530fa7de29,135bed3e-5e85-4f8a-a9b3-c6d87720ed03,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"SA/RA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,SA/RA Config.
d30d2592-e779-44e8-9b89-2a530fa7de29,f1240e97-e046-4e24-aab8-4e32641320c2,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"EA/OA Config.","unit":null,"value":"BOTTOM","category":"Curb"}",BOTTOM,,Curb,EA/OA Config.
d30d2592-e779-44e8-9b89-2a530fa7de29,0c5f5a25-663b-412c-856c-6d48b47a1b28,b197ab36-a08f-4f52-9704-a0c345667610,,,,,b587274f-851a-4db2-a430-02c0c13ca0b2,kiloampere,"{"kind":"flat","type":"SCCR","unit":"KA","value":"5","category":"Electrical"}",5,KA,Electrical,SCCR
d30d2592-e779-44e8-9b89-2a530fa7de29,577ec7fa-2383-4051-874e-61668b1051ac,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"Options/Accessories","unit":null,"value":"B","category":null}",B,,,Options/Accessories
d30d2592-e779-44e8-9b89-2a530fa7de29,9ff79767-2b71-49eb-9c94-fe1e5ddc820b,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"Model Number","unit":null,"value":"RN-011-3-0-HABY-V0-21-000-A","category":null}",RN-011-3-0-HABY-V0-21-000-A,,,Model Number
d30d2592-e779-44e8-9b89-2a530fa7de29,ac258873-4584-4048-9ac7-e1695e54ffd4,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"Keyed Notes","unit":null,"value":null,"category":null}",,,,Keyed Notes
d30d2592-e779-44e8-9b89-2a530fa7de29,f62ca5b8-8cb3-4888-a8dd-deabc6d87cc7,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"Design Min Ambient Temp. at DX Cooling","unit":"°F","value":"45","category":"Integrated Air Cooled Condensing Unit"}",45,°F,Integrated Air Cooled Condensing Unit,Design Min Ambient Temp. at DX Cooling
d30d2592-e779-44e8-9b89-2a530fa7de29,50c59f2b-2f42-45af-baab-f46f0bb96448,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"34.1","category":"Air Temp"}",34.1,°F,Air Temp,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,10c8f89e-4e61-4832-aeb2-64c51bf94aa1,b197ab36-a08f-4f52-9704-a0c345667610,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"72.2","category":"Air Temp"}",72.2,°F,Air Temp,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,e440a1d1-a0c2-493a-a760-4cca7328895e,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"Min","unit":null,"value":"6","category":"Manufacturer Required Inlet Pressure At Gas Train"}",6,,Manufacturer Required Inlet Pressure At Gas Train,Min
d30d2592-e779-44e8-9b89-2a530fa7de29,5a349fe4-537c-4030-bbf4-dd10c0c62289,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"Max","unit":null,"value":"10.5","category":"Manufacturer Required Inlet Pressure At Gas Train"}",10.5,,Manufacturer Required Inlet Pressure At Gas Train,Max
d30d2592-e779-44e8-9b89-2a530fa7de29,125b8ea0-d899-4332-91b2-5166a6ef3165,b197ab36-a08f-4f52-9704-a0c345667610,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"SP Total","unit":"in. WG","value":"0.56","category":"Outside Air Filters"}",0.56,in. WG,Outside Air Filters,SP Total
d30d2592-e779-44e8-9b89-2a530fa7de29,9144ee1b-be1a-4877-bc27-c1593f94d4a5,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"Standard","unit":null,"value":"NO","category":"Curb"}",NO,,Curb,Standard
d30d2592-e779-44e8-9b89-2a530fa7de29,35851a4a-ce1b-4508-b591-6b6a4c314ec3,b197ab36-a08f-4f52-9704-a0c345667610,,,,,,,"{"kind":"flat","type":"Vibration Isolation Spring Curb","unit":null,"value":"YES","category":"Curb"}",YES,,Curb,Vibration Isolation Spring Curb
d30d2592-e779-44e8-9b89-2a530fa7de29,0c074ebc-eb6b-4d89-96b1-a64cde9219cf,0effecc5-d28d-4044-84c3-d6955a592b75,ab685915-020e-4475-9f80-8a2915e81d5c,Air Flow,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"12200","category":null}",12200,,,CFM
d30d2592-e779-44e8-9b89-2a530fa7de29,436a9274-ef2b-4f92-954f-f2d769effb52,0effecc5-d28d-4044-84c3-d6955a592b75,00db6215-55f3-48dd-973e-ae6418c8d547,Pressure Drop,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"2.00","category":"Supply Fan"}",2.00,in. WG,Supply Fan,ESP
d30d2592-e779-44e8-9b89-2a530fa7de29,4d2de043-9edf-4de7-b2ea-9d11d80b42ab,0effecc5-d28d-4044-84c3-d6955a592b75,cb8c6b90-9701-476a-87e6-2e3c919b1050,Control Type,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"DAT DSP-VAV","category":"Motor"}",DAT DSP-VAV,,Motor,Control Type
d30d2592-e779-44e8-9b89-2a530fa7de29,95e90f44-5943-47b7-9bc2-bc000f4f7140,0effecc5-d28d-4044-84c3-d6955a592b75,436ebb8d-e96c-4b05-9e52-601fe0335dea,CFM,,,,,"{"kind":"flat","type":"CFM","unit":null,"value":"9185","category":"Exhaust Fan"}",9185,,Exhaust Fan,CFM
d30d2592-e779-44e8-9b89-2a530fa7de29,cf4f1a95-709d-4711-ad0c-d22d78b5cf4c,0effecc5-d28d-4044-84c3-d6955a592b75,7d359b11-a93f-466b-a04d-688e6e3334cd,External Static Pressure in Water Column,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"ESP","unit":"in. WG","value":"0.75","category":"Exhaust Fan"}",0.75,in. WG,Exhaust Fan,ESP
d30d2592-e779-44e8-9b89-2a530fa7de29,e66315dc-9db3-4880-93d7-5939e6dda0fe,0effecc5-d28d-4044-84c3-d6955a592b75,e20e886d-fb80-4bb8-b25f-374b29304f6b,Efficiency,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"81.6","category":"Heat Exchanger (Summer)"}",81.6,%,Heat Exchanger (Summer),Efficiency
d30d2592-e779-44e8-9b89-2a530fa7de29,d51b3330-d6a2-4e85-aa9a-6f3bd8b8267c,0effecc5-d28d-4044-84c3-d6955a592b75,2d2ae19d-c0d6-41f1-a2c0-2a2b97a70745,Heating Capacity,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"366.4","category":"Cooling Coil - Direct Expansion"}",366.4,MBH,Cooling Coil - Direct Expansion,Total Capacity
d30d2592-e779-44e8-9b89-2a530fa7de29,6daa985d-6987-494f-a38c-67502334e8cd,0effecc5-d28d-4044-84c3-d6955a592b75,6b991434-66c8-4d7d-929d-ff34a7df9384,Refrigerant Type,,,,,"{"kind":"flat","type":"Refrigerant Type","unit":null,"value":"R-32","category":"Integrated Air Cooled Condensing Unit"}",R-32,,Integrated Air Cooled Condensing Unit,Refrigerant Type
d30d2592-e779-44e8-9b89-2a530fa7de29,64bf3913-ba97-4f90-bc34-9b3947fc3dc7,0effecc5-d28d-4044-84c3-d6955a592b75,83366f87-b79f-405b-9781-fa6362d82445,Input,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Input","unit":"MBH","value":"600","category":"Capacity"}",600,MBH,Capacity,Input
d30d2592-e779-44e8-9b89-2a530fa7de29,7e0bd028-c395-4aea-b9ff-5bbda0830dd9,0effecc5-d28d-4044-84c3-d6955a592b75,29721d76-3701-443f-ad64-6c0e38fea762,Output,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Output","unit":"MBH","value":"486","category":"Capacity"}",486,MBH,Capacity,Output
d30d2592-e779-44e8-9b89-2a530fa7de29,5e9ec668-981b-410e-a4b5-2000dc7d2d81,0effecc5-d28d-4044-84c3-d6955a592b75,e3d4ec12-cafa-4278-a4a6-322cdec8d79c,Heat Recovery Type,,,,,"{"kind":"flat","type":"Heat Exchanger Type","unit":null,"value":"DIRECT","category":"Heating Section - Gas Fired (Natural Gas)"}",DIRECT,,Heating Section - Gas Fired (Natural Gas),Heat Exchanger Type
d30d2592-e779-44e8-9b89-2a530fa7de29,e6e80f80-d6a5-4b72-8b33-7653c3a43d99,0effecc5-d28d-4044-84c3-d6955a592b75,ce1d6df2-55ae-4331-a614-f7446b0f8dcc,Filter Type,828c1e07-635d-480c-b0f7-bf107c53c118,MERV 13,,,"{"kind":"flat","type":"MERV","unit":null,"value":"13","category":"Outside Air Filters"}",13,,Outside Air Filters,MERV
d30d2592-e779-44e8-9b89-2a530fa7de29,5ed8094f-8b59-4b29-8cdf-c33d7608061d,0effecc5-d28d-4044-84c3-d6955a592b75,847790a6-c415-430a-80ca-1f6b3360fd8d,Area,,,,,"{"kind":"flat","type":"Area","unit":"SQ. FT.","value":"24.0","category":"Outside Air Filters"}",24.0,SQ. FT.,Outside Air Filters,Area
d30d2592-e779-44e8-9b89-2a530fa7de29,6a006ae3-f07f-4f4a-8ee9-3266e7c6d0b5,0effecc5-d28d-4044-84c3-d6955a592b75,778e1224-58f6-4cb6-af6f-7227bc5c219a,Height,,,,,"{"kind":"flat","type":"Height","unit":null,"value":"18","category":"Curb"}",18,,Curb,Height
d30d2592-e779-44e8-9b89-2a530fa7de29,c97cbbf1-e442-4d54-a304-2a0f3438c1e6,0effecc5-d28d-4044-84c3-d6955a592b75,2da9ea27-8c84-4868-809b-002ec08f6315,Weight,,,,,"{"kind":"flat","type":"Unit Weight w/ Curb","unit":"LBS.","value":"11800","category":"Curb"}",11800,LBS.,Curb,Unit Weight w/ Curb
d30d2592-e779-44e8-9b89-2a530fa7de29,37338b68-9c02-410b-8970-d1532d0148f5,0effecc5-d28d-4044-84c3-d6955a592b75,f8c7b985-288e-4160-b9f9-f923877ec673,Voltage,,,,,"{"kind":"flat","type":"Volts","unit":null,"value":"480","category":"Electrical"}",480,,Electrical,Volts
d30d2592-e779-44e8-9b89-2a530fa7de29,786b1498-ab8c-4fb3-a2fd-5589d17b1f27,0effecc5-d28d-4044-84c3-d6955a592b75,dc025f71-f7e9-4f8b-afe8-776f30a7acc7,Phase,dda99289-4130-4af0-b6c3-1e1b68254bc8,3Ø,,,"{"kind":"flat","type":"Phase","unit":null,"value":"3","category":"Electrical"}",3,,Electrical,Phase
d30d2592-e779-44e8-9b89-2a530fa7de29,0c91c2dc-61f3-4f5d-b5e8-fba587f5d911,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"MOP","unit":null,"value":"125","category":"Electrical"}",125,,Electrical,MOP
d30d2592-e779-44e8-9b89-2a530fa7de29,bdc36d50-79ab-4494-a68d-ff56f7317c23,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"Area/System Served","unit":null,"value":"CLASSROOMS","category":null}",CLASSROOMS,,,Area/System Served
d30d2592-e779-44e8-9b89-2a530fa7de29,ea4975cc-e127-49db-8aec-1b75d29b8d25,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Max-Min","unit":"CFM","value":"6040","category":"Minimum Outside Airflow"}",6040,CFM,Minimum Outside Airflow,Max-Min
d30d2592-e779-44e8-9b89-2a530fa7de29,89861491-6c21-488b-898a-842cc7f9bf33,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,a791359d-783e-49ff-9190-1b028e527495,Cubic Feet per Minute,"{"kind":"flat","type":"Min-Min","unit":"CFM","value":"3965","category":"Minimum Outside Airflow"}",3965,CFM,Minimum Outside Airflow,Min-Min
d30d2592-e779-44e8-9b89-2a530fa7de29,addc7e24-4937-44b5-8b7d-5550bcbfc923,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"4.22","category":"Supply Fan"}",4.22,in. WG,Supply Fan,TSP
d30d2592-e779-44e8-9b89-2a530fa7de29,29a41394-a3e8-489b-9f66-9d255f9cb22f,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"13.53","category":"Motor"}",13.53,,Motor,BHP
d30d2592-e779-44e8-9b89-2a530fa7de29,cfd124e0-0e61-4a66-ac67-19dbe63a34c2,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"20","category":"Motor"}",20,,Motor,HP
d30d2592-e779-44e8-9b89-2a530fa7de29,0927b52e-5bb4-48bd-b3a9-2483a8c73491,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,55d4740f-1ada-4220-9d87-55fb1d417e14,inches of water gauge,"{"kind":"flat","type":"TSP","unit":"in. WG","value":"1.41","category":"Exhaust Fan"}",1.41,in. WG,Exhaust Fan,TSP
d30d2592-e779-44e8-9b89-2a530fa7de29,0eef518b-9963-444e-ae6a-44dc1131d3f6,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"Control Type","unit":null,"value":"VFC","category":"Motor"}",VFC,,Motor,Control Type
d30d2592-e779-44e8-9b89-2a530fa7de29,f6c0b84d-f9ca-4758-a1c6-959b1f26780a,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"BHP","unit":null,"value":"1.61","category":"Motor"}",1.61,,Motor,BHP
d30d2592-e779-44e8-9b89-2a530fa7de29,beb3e1b6-81ba-4e7b-b1dd-71b0fcad6174,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"HP","unit":null,"value":"2","category":"Motor"}",2,,Motor,HP
d30d2592-e779-44e8-9b89-2a530fa7de29,40202af9-efa0-4a53-bf8f-f246b71fea58,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"91.0","category":"Supply Side"}",91.0,°F,Supply Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,b3959bb3-1509-44ae-b96c-8deafa3e1a12,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"83.5","category":"Supply Side"}",83.5,°F,Supply Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,4dc98c76-8379-442a-9108-62d0bd05b6e0,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.73","category":"Supply Side"}",0.73,IN. WG.,Supply Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,bd4d9902-0ecd-4e5a-b6c9-4588b0940680,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"75.0","category":"Exhaust Side"}",75.0,°F,Exhaust Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,741fe2d5-8a24-4ebe-85b9-b84dc8551f93,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"89.6","category":"Exhaust Side"}",89.6,°F,Exhaust Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,3a12b225-0e09-4aa5-9dd0-f093f4549721,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.73","category":"Exhaust Side"}",0.73,IN. WG.,Exhaust Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,86cacad1-25d6-4218-b60a-76aa19426025,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"-10.0","category":"Supply Side"}",-10.0,°F,Supply Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,c129e98f-09be-4dcb-9686-91ddfa3891c2,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"23.7","category":"Supply Side"}",23.7,°F,Supply Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,a67b3716-6ffd-4150-b963-5185d161636f,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.73","category":"Supply Side"}",0.73,IN. WG.,Supply Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,ca583399-c1d0-486b-b160-6fc044c3a41b,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"70.0","category":"Exhaust Side"}",70.0,°F,Exhaust Side,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,0ec72a3f-890c-45ab-aa59-fd3e62df9efe,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"-2.7","category":"Exhaust Side"}",-2.7,°F,Exhaust Side,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,10932a9a-66bf-43f1-9281-077b83c0d3d7,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.73","category":"Exhaust Side"}",0.73,IN. WG.,Exhaust Side,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,23865ed7-809d-4d7c-b356-74699d196d62,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,b50e82be-8884-60bd-1cd7-4378e71c41d6,Percent,"{"kind":"flat","type":"Efficiency","unit":"%","value":"86.9","category":"Heat Exchanger (Winter)"}",86.9,%,Heat Exchanger (Winter),Efficiency
d30d2592-e779-44e8-9b89-2a530fa7de29,48bdf3e6-cc19-491c-8892-d19e1d7d126d,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.A.T.","unit":"°F","value":"79.2","category":"Cooling Coil - Direct Expansion"}",79.2,°F,Cooling Coil - Direct Expansion,E.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,2521dbf9-5747-42b0-b61b-0a436ef24999,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.A.T.","unit":"°F","value":"56.0","category":"Cooling Coil - Direct Expansion"}",56.0,°F,Cooling Coil - Direct Expansion,L.A.T.
d30d2592-e779-44e8-9b89-2a530fa7de29,0742aef2-e798-455e-8d6e-5ea85e214f26,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.73","category":"Cooling Coil - Direct Expansion"}",0.73,IN. WG.,Cooling Coil - Direct Expansion,A.P.D.
d30d2592-e779-44e8-9b89-2a530fa7de29,161b699c-d94b-4de3-8787-be8e8007fcff,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,ebda520d-e31a-0838-4289-80ae9982b006,Thousand BTU per Hour,"{"kind":"flat","type":"Total Capacity","unit":"MBH","value":"221.3","category":"Hot Gas Reheat Coil - Direct Expansion"}",221.3,MBH,Hot Gas Reheat Coil - Direct Expansion,Total Capacity
d30d2592-e779-44e8-9b89-2a530fa7de29,18e1b5a4-23bb-4062-a2ef-d287f7ade2e1,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"E.D.B.","unit":"°F","value":"56.0","category":"Hot Gas Reheat Coil - Direct Expansion"}",56.0,°F,Hot Gas Reheat Coil - Direct Expansion,E.D.B.
d30d2592-e779-44e8-9b89-2a530fa7de29,dc52f45c-169f-4193-b39a-7f07ca248af5,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,74d20bbe-dc1e-4477-ad2e-b9a7abbcf136,Degrees Fahrenheit,"{"kind":"flat","type":"L.D.B.","unit":"°F","value":"72.9","category":"Hot Gas Reheat Coil - Direct Expansion"}",72.9,°F,Hot Gas Reheat Coil - Direct Expansion,L.D.B.
d30d2592-e779-44e8-9b89-2a530fa7de29,fcc4d641-7258-4dc8-afd6-a8a34f34a897,0effecc5-d28d-4044-84c3-d6955a592b75,,,,,,,"{"kind":"flat","type":"A.P.D.","unit":"IN. WG.","value":"0.07","category":"Hot Gas Reheat Coil - Direct Expansion"}",0.07,IN. WG.,Hot Gas Reheat Coil - Direct Expansion,A.P.D.
